-0.294712, -0.558429, 2.0018, -1.15002, 0.329337, 1.02011, -1.27588, 1
-0.951137, -1.01786, -0.194612, -1.19516, -0.854097, -1.51986, -0.909642, 1
0.437322, 0.337464, 1.22734, 0.181614, 0.599382, -0.951212, 0.0710681, 1
-0.0163329, -0.0300819, 0.478278, 0.0619926, 0.077824, -0.391206, -0.201578, 1
0.0249085, -0.0989968, 1.25274, -0.551915, 0.406114, -1.70143, -0.651239, 1
0.183, 0.161348, 0.622166, 0.0755347, 0.424647, -1.13145, -0.378594, 1
-0.676195, -0.811117, 0.715271, -1.10488, -0.369604, -0.896674, -1.62991, 1
0.829115, 0.89644, 0.224357, 0.788751, 0.88796, 0.557876, 0.779133, 2
1.53366, 1.55496, 0.444422, 1.60805, 1.45982, -0.148449, 1.68863, 2
1.37556, 1.23336, 1.46434, 1.18147, 1.44923, -0.570115, 1.61131, 2
1.47867, 1.44776, 0.761823, 1.39137, 1.47306, -0.409829, 1.58079, 2
1.7811, 1.79233, 0.427494, 1.95111, 1.58425, -0.423796, 1.85547, 2
1.23122, 1.08021, 1.55321, 0.793265, 1.35657, -0.476338, 1.01109, 2
0.248299, 0.452322, -0.774398, 0.657844, -0.0730837, -0.705128, 0.958184, 2
-1.19859, -1.15569, -1.38804, -1.02363, -1.33329, 0.231317, -0.295172, 3
-0.92708, -0.849403, -1.12989, -0.477433, -1.1162, -0.0413692, -0.142572, 3
-1.38073, -1.22461, -2.5857, -0.791158, -1.63511, 0.985529, -0.453876, 3
-1.41167, -1.40072, -1.61234, -1.09134, -1.63246, 0.666286, -0.905573, 3
-0.717436, -0.903004, 1.07499, -1.25385, -0.274294, -0.580092, -1.17618, 3
-1.24326, -1.28586, -0.84211, -1.10263, -1.22739, 0.415547, -0.824186, 3
-0.566218, -0.688602, 0.732199, -0.885953, -0.0704362, 3.06925, -0.716349, 3
