453125.0, 28.0, 16183.0, 19400.0, 94.5, 4.39, 4
4.4187637E7, 1219912.0, 36.2, 10700.0, 86.4, 61.81, 2
2.8302603E7, 1285220.0, 22.0, 5100.0, 90.9, 31.94, 3
168458.0, 616.0, 273.5, 5400.0, 67.0, 13.53, 3
4.6710816E7, 603700.0, 77.4, 5400.0, 99.7, 20.34, 3
1428757.0, 360.0, 3968.8, 600.0, 99.0, 22.93, 3
3927188.0, 13790.0, 284.8, 16800.0, 94.1, 8.24, 4
201234.0, 374.0, 538.1, 2600.0, 99.0, 62.4, 2
1.0293011E7, 207600.0, 49.6, 6100.0, 99.6, 13.37, 3
1062777.0, 15007.0, 70.8, 500.0, 58.6, 47.41, 3
13287.0, 21.0, 632.7, 5000.0, 99.0, 9.95, 4
3191319.0, 78200.0, 40.8, 6300.0, 92.6, 20.47, 3
2010347.0, 20273.0, 99.2, 19000.0, 99.7, 4.45, 4
3702314.0, 342000.0, 10.8, 700.0, 83.8, 93.86, 2
16025.0, 274.0, 58.5, 3700.0, 50.0, 0.0, 4
6.0609153E7, 244820.0, 247.6, 27700.0, 99.0, 5.16, 4
3102229.0, 212460.0, 14.6, 13100.0, 75.8, 19.51, 3
452776.0, 1780.0, 254.4, 8000.0, 90.0, 8.6, 4
540109.0, 28051.0, 19.3, 2700.0, 85.7, 85.13, 2
1.3013926E7, 118480.0, 109.8, 600.0, 62.7, 103.32, 1
439117.0, 163270.0, 2.7, 4000.0, 93.0, 23.57, 3
7.4777981E7, 1127127.0, 66.3, 700.0, 42.7, 95.32, 2
