0.859036206, 0.927824536, 0.252865622, 0.298838311, 0.1705213, 0.735936041, 0.428325428, 0.567946942, 0.4743696, 0.245674855, 0.104225865, 0.869090703, 0.997518496, 0.448620077, 0.307521787, 0.858310365, 0.79699724, 0.869893038, 0
0.396513559, 0.20124125, 0.96810764, 0.836439982, 0.609976638, 0.244681982, 0.788270514, 0.356016875, 0.125054, 0.510102589, 0.403965968, 0.865611911, 0.499515991, 0.589648486, 0.014997916, 0.893354828, 0.562122469, 0.028448737, 1
0.715208537, 0.329158344, 0.576084515, 0.022301076, 0.384342267, 0.822693803, 0.716930135, 0.325197325, 0.854683674, 0.39863879, 0.835672806, 0.467984427, 0.004825306, 0.682274386, 0.11423621, 0.566027905, 0.559204189, 0.802771117, 1
0.115795248, 0.761214168, 0.344103065, 0.777035822, 0.1584583, 0.664698656, 0.576138704, 0.044686546, 0.774181312, 0.497616293, 0.394574679, 0.067844535, 0.057784017, 0.153044141, 0.613849775, 0.271658446, 0.059970371, 0.595262407, 1
0.467026279, 0.447649263, 0.565571023, 0.361593517, 0.652016088, 0.801629691, 0.750646936, 0.955124922, 0.534233249, 0.875552783, 0.444225458, 0.128867905, 0.907614397, 0.358759185, 0.895476071, 0.755524775, 0.764245162, 0.778631874, 1
0.542796895, 0.217061038, 0.27033253, 0.61004613, 0.321921243, 0.571762814, 0.212128053, 0.147202875, 0.949518003, 0.020036243, 0.365211026, 0.213456318, 0.326099742, 0.382850965, 0.125316375, 0.997264666, 0.726788058, 0.814627399, 1
0.837178396, 0.34920893, 0.139125013, 0.910652475, 0.723873441, 0.436198136, 0.444313653, 0.892269657, 0.275854629, 0.572987094, 0.569574457, 0.593269912, 0.680707384, 0.520421646, 0.073067124, 0.120635547, 0.516307976, 0.660015132, 1
0.273813075, 0.608293175, 0.168283338, 0.676351719, 0.013715526, 0.819180038, 0.541493521, 0.493468328, 0.180407949, 0.612111627, 0.465531276, 0.902260318, 0.631584454, 0.099088914, 0.542684186, 0.163612563, 0.816358146, 0.711908857, 1
0.644259173, 0.96902172, 0.815632448, 0.561209651, 0.778105763, 0.454346597, 0.918361022, 0.809918175, 0.254701637, 0.419313153, 0.780902151, 0.015304651, 0.432229441, 0.77250881, 0.522023964, 0.077206517, 0.172864678, 0.847359344, 1
0.62992617, 0.008994365, 0.579833048, 0.754040291, 0.324919668, 0.364820093, 0.093781543, 0.696463924, 0.074278411, 0.816183698, 0.844058333, 0.578836918, 0.09985311, 0.812296989, 0.858279773, 0.604815512, 0.527396213, 0.380390204, 1
0.324661868, 0.808796502, 0.438909562, 0.046524613, 0.573555537, 0.275637585, 0.025166145, 0.787789418, 0.805143472, 0.363728767, 0.79409923, 0.15425359, 0.503439006, 0.756179149, 0.585928329, 0.657925556, 0.235532291, 0.960101843, 1
0.868261252, 0.909368389, 0.77375674, 0.702601581, 0.340248619, 0.135939873, 0.074363833, 0.334298306, 0.078311677, 0.194535858, 0.04190429, 0.758683766, 0.517406377, 0.677614723, 0.73976617, 0.972705644, 0.579133142, 0.494947567, 0
0.925343224, 0.338594476, 0.786751381, 0.869050917, 0.875676999, 0.866783101, 0.051065224, 0.821218855, 0.499082043, 0.309858068, 0.561810264, 0.950594517, 0.16627519, 0.367802518, 0.558409783, 0.679887584, 0.020054854, 0.465313153, 1
0.698561645, 0.749651906, 0.134889944, 0.8967769, 0.368484681, 0.603158555, 0.507287603, 0.77577476, 0.671461586, 0.634426566, 0.305445489, 0.788915681, 0.94020438, 0.242677673, 0.993277223, 0.525231564, 0.063975113, 0.769264838, 0
0.751170919, 0.055182975, 0.876063139, 0.031707833, 0.953696306, 0.115375728, 0.35832829, 0.855212447, 0.23365648, 0.938577729, 0.759926723, 0.605521502, 0.242319826, 0.495307551, 0.78251091, 0.778073447, 0.144094874, 0.013248663, 1
