-0.831293, 0.17655, -1.7728, -0.968322, 0.366199, -0.201322, -1.45463, 2
-0.831293, 0.248722, -1.7728, 0.660918, 0.366199, -0.201322, -1.45463, 1
1.83892, 1.11479, -0.728816, -0.968322, 1.31296, -0.201322, 0.574195, 3
-0.831293, 0.898272, 0.315164, 0.660918, 1.31296, -0.201322, 0.574195, 3
-0.831293, 0.681755, 0.315164, -0.968322, 1.31296, -0.201322, 0.574195, 3
-0.831293, 0.17655, 0.315164, -0.968322, -0.580559, 1.22135, 0.574195, 3
-0.831293, 0.970444, 0.315164, -0.968322, -1.52732, -1.624, 0.574195, 3
-0.831293, 0.248722, 0.315164, 0.660918, -0.580559, 1.22135, 0.574195, 3
0.503814, -1.41124, 0.315164, 0.660918, 0.366199, 1.22135, 0.574195, 3
1.83892, 1.61999, 1.35914, 0.660918, 1.31296, -0.201322, 0.574195, 3
