0.503814, -1.62776, -1.7728, 0.660918, 0.366199, -0.201322, -1.45463, 2
0.503814, -1.41124, -1.7728, 0.660918, 0.366199, -0.201322, -1.45463, 1
-0.831293, 0.537411, -1.7728, 0.660918, -1.52732, -0.201322, -1.45463, 1
-0.831293, 0.970444, -0.728816, -0.968322, -1.52732, -0.201322, 0.574195, 3
0.503814, -0.545173, 0.315164, -0.968322, 0.366199, -0.201322, 0.574195, 3
-0.831293, 0.537411, 0.315164, 0.660918, 0.366199, -0.201322, 0.574195, 3
0.503814, -1.55558, 0.315164, -0.968322, 0.366199, -0.201322, 0.574195, 3
-0.831293, 0.8261, 0.315164, -0.968322, 1.31296, -0.201322, -1.45463, 3
-2.1664, 1.90868, 1.35914, 0.660918, -1.52732, -1.624, 0.574195, 3
-2.1664, 1.83651, 1.35914, -0.968322, -1.52732, -1.624, 0.574195, 3
0.503814, -1.7721, 1.35914, 0.660918, 0.366199, 2.64403, 0.574195, 3
