-0.822072, 0.103507, 0.359547, -2.55769, 0.366593, -0.924055, -1.42413, 1
-0.822072, 0.899661, 0.359547, 0.674728, 1.31057, -0.137463, 0.58526, 3
0.52195, -0.692647, 0.359547, -0.941481, 0.366593, -0.137463, 0.58526, 1
-0.822072, 0.175885, 0.359547, -0.941481, -0.577384, 1.43572, 0.58526, 2
0.52195, -0.186004, 0.359547, 0.674728, -1.52136, -1.71065, 0.58526, 3
0.52195, -1.4888, 0.359547, 0.674728, 1.31057, 1.43572, -1.42413, 2
0.52195, -0.620269, 0.359547, 0.674728, 1.31057, -0.137463, 0.58526, 1
0.52195, -1.41642, 0.359547, 0.674728, 0.366593, 1.43572, 0.58526, 3
1.86597, 1.18917, 1.41764, 0.674728, -0.577384, -1.71065, 0.58526, 3
0.52195, -1.77831, 1.41764, 0.674728, 0.366593, 3.00891, 0.58526, 3
