-0.822072, 0.972039, -1.75664, -2.55769, -1.52136, -0.924055, -1.42413, 1
-0.822072, 0.175885, -1.75664, -2.55769, 0.366593, -0.924055, -1.42413, 1
-0.822072, -0.0412482, -1.75664, 0.674728, 0.366593, -0.137463, -1.42413, 2
1.86597, 1.4063, 0.359547, 0.674728, -1.52136, -0.137463, 0.58526, 3
0.52195, -0.837402, 0.359547, -0.941481, 1.31057, -1.71065, 0.58526, 3
0.52195, -0.765025, 0.359547, -0.941481, 1.31057, -0.137463, 0.58526, 1
0.52195, -0.90978, 0.359547, -0.941481, -1.52136, -0.137463, 0.58526, 3
0.52195, -1.12691, 0.359547, -0.941481, 1.31057, -1.71065, 0.58526, 3
-2.16609, 1.84057, 1.41764, -0.941481, -1.52136, -1.71065, 0.58526, 3
-0.822072, 0.537773, 1.41764, 0.674728, -0.577384, 1.43572, 0.58526, 2
