270.0, 270.0, 14.0, 14.0, 3.0, 10.0, 1.0, 256.0, 1
243.0, 240.0, 9.0, 12.0, 3.0, 8.0, 1.0, 231.0, 1
1238.0, 1159.0, 231.0, 310.0, 77.0, 37.0, 2.0, 928.0, 1
86.0, 87.0, 22.0, 21.0, 11.0, 40.0, 1.0, 65.0, 1
193.0, 214.0, 66.0, 45.0, 7.0, 43.0, 1.0, 148.0, 1
1400.0, 1410.0, 144.0, 134.0, 39.0, 18.0, 1.0, 1266.0, 1
1017.0, 1022.0, 35.0, 30.0, 13.0, 6.0, 1.0, 987.0, 1
2500.0, 2407.0, 422.0, 515.0, 58.0, 32.0, 1.0, 1985.0, 1
1226.0, 1208.0, 74.0, 92.0, 17.0, 13.0, 1.0, 1134.0, 1
1643.0, 1636.0, 136.0, 143.0, 22.0, 16.0, 1.0, 1500.0, 1
1848.0, 1908.0, 204.0, 144.0, 28.0, 17.0, 1.0, 1704.0, 1
1654.0, 1671.0, 331.0, 314.0, 88.0, 32.0, 2.0, 1340.0, 2
992.0, 1043.0, 204.0, 153.0, 36.0, 30.0, 2.0, 839.0, 1
