3.5912, 3.0129, 0.72888, 0.56421, 1
1.5356, 9.1772, -2.2718, -0.73535, 1
0.3292, -4.4552, 4.5718, -0.9888, 1
6.5633, 9.8187, -4.4113, -3.2258, 1
4.1711, 8.722, -3.0224, -0.59699, 1
3.9102, 6.065, -2.4534, -0.68234, 1
1.6349, 3.286, 2.8753, 0.087054, 1
2.5635, 6.7769, -0.61979, 0.38576, 1
5.4021, 3.1039, -1.1536, 1.5651, 1
3.7935, 7.9853, -2.5477, -1.872, 1
0.049175, 6.1437, 1.7828, -0.72113, 1
2.8033, 9.0862, -3.3668, -1.0224, 1
4.1197, -2.7956, 2.0707, 0.67412, 1
3.82, 10.9279, -4.0112, -5.0284, 1
1.518, 5.6946, 0.094818, -0.026738, 1
5.438, 9.4669, -4.9417, -3.9202, 1
3.4591, 11.112, -4.2039, -5.0931, 1
1.8799, 2.4707, 2.4931, 0.37671, 1
-0.13144, -1.7775, 8.3316, 0.35214, 1
-1.7559, 11.9459, 3.0946, -4.8978, 1
-1.8584, 7.886, -1.6643, -1.8384, 1
0.83292, 7.5404, 0.65005, -0.92544, 1
3.9994, 0.90427, 1.1693, 1.6892, 1
4.2134, -2.806, 2.0116, 0.67412, 1
5.2868, 3.257, -1.3721, 1.1668, 1
0.051979, 7.0521, -2.0541, -3.1508, 1
2.9719, 6.8369, -0.2702, 0.71291, 1
-0.16108, -6.4624, 8.3573, -1.5216, 1
3.5594, 1.3078, 1.291, 1.6556, 1
-4.2859, 8.5234, 3.1392, -0.91639, 1
1.7452, 4.8028, 2.0878, 0.62627, 1
-1.5055, 0.070346, 6.8681, -0.50648, 1
4.2772, 2.4955, 0.48554, 0.36119, 1
2.1265, 6.8783, 0.44784, -2.2224, 1
2.9695, 5.6222, 0.27561, -1.1556, 1
-0.062025, 6.1975, 1.099, -1.131, 1
-1.1497, 1.2954, 7.701, 0.62627, 1
1.9429, 6.3961, 0.092248, 0.58102, 1
3.6922, -3.9585, 4.3439, 1.3517, 1
0.64215, 3.1287, 4.2933, 0.64696, 1
0.3798, 0.7098, 0.7572, -0.4444, 1
-0.12624, 10.3216, -3.7121, -6.1185, 1
0.81356, 9.1566, -2.1492, -4.1814, 1
2.1319, -2.0403, 2.5574, -0.061652, 1
2.5328, 7.528, -0.41929, -2.6478, 1
3.6244, 1.4609, 1.3501, 1.9284, 1
3.3583, 10.3567, -3.7301, -3.6991, 1
4.2458, 1.1981, 0.66633, 0.94696, 1
4.1038, -4.8069, 3.3491, -0.49225, 1
-0.33729, -0.64976, 7.6659, 0.72326, 1
3.8962, -4.7904, 3.3954, -0.53751, 1
-1.9667, 11.8052, -0.40472, -7.8719, 1
0.33565, 6.8369, 0.69718, -0.55691, 1
0.93611, 8.6413, -1.6351, -1.3043, 1
1.5268, -5.5871, 8.6564, -1.722, 1
1.8592, 3.2074, -0.15966, -0.26208, 1
4.6562, 7.6398, -2.4243, -1.2384, 1
4.0948, -2.9674, 2.3689, 0.75429, 1
4.6439, -3.3729, 2.5976, 0.55257, 1
-1.3612, 10.694, 1.7022, -2.9026, 1
2.9736, 8.7944, -3.6359, -1.3754, 1
3.482, -4.1634, 3.5008, -0.078462, 1
0.29961, 7.1328, -0.31475, -1.1828, 1
0.77805, 6.6424, -1.1425, -1.0573, 1
2.2429, -4.1427, 5.2333, -0.40173, 1
3.7321, -3.884, 3.3577, -0.006049, 1
-2.0759, 10.8223, 2.6439, -4.837, 1
4.0715, 7.6398, -2.0824, -1.1698, 1
3.9771, 11.1513, -3.9272, -4.3444, 1
3.6077, 6.8576, -1.1622, 0.28231, 1
2.9856, 7.2673, -0.409, -2.2431, 1
4.1542, 7.2756, -2.4766, -1.2099, 1
0.92703, 9.4318, -0.66263, -1.6728, 1
0.88298, 0.66009, 6.0096, -0.43277, 1
4.0422, -4.391, 4.7466, 1.137, 1
2.6606, 3.1681, 1.9619, 0.18662, 1
0.39012, -0.14279, -0.031994, 0.35084, 2
-2.0962, -7.1059, 6.6188, -0.33708, 2
-2.7338, 0.45523, 2.4391, 0.21766, 2
-1.6244, -6.3444, 4.6575, 0.16981, 2
-3.1128, -6.841, 10.7402, -1.0172, 2
-4.8554, -5.9037, 10.9818, -0.82199, 2
-4.0025, -13.4979, 17.6772, -3.3202, 2
-3.0731, -0.53181, 2.3877, 0.77627, 2
-3.8073, -8.0971, 10.1772, 0.65084, 2
-0.89569, 3.0025, -3.6067, -3.4457, 2
-4.8861, 7.0542, -0.17252, -6.959, 2
0.59823, 3.5012, -3.9795, -1.7841, 2
-2.2173, 1.4671, -0.72689, -1.1724, 2
-2.799, 1.9679, -0.42357, -2.1125, 2
-2.3518, -4.8359, 6.6479, -0.060358, 2
-2.8957, -12.0205, 11.9149, -2.7552, 2
1.2279, 4.0309, -4.6435, -3.9125, 2
-2.5346, -0.77392, 3.3602, 0.00171, 2
-0.10234, 1.8189, -2.2169, -0.56725, 2
-1.2786, -2.4087, 4.5735, 0.47627, 2
-1.7279, -6.841, 8.9494, 0.68058, 2
-0.001285, 0.13863, -0.19651, 0.008175, 2
-3.4917, -12.1736, 14.3689, -0.61639, 2
-3.1158, -8.6289, 10.4403, 0.97153, 2
-6.3979, 6.4479, 1.0836, -6.6176, 2
-0.21394, -0.68287, 0.096532, 1.1965, 2
0.75108, 1.9161, -3.1098, -0.20518, 2
-0.17296, -1.1816, 1.3818, 0.7336, 2
-0.40804, 0.54214, -0.52725, 0.6586, 2
-0.8172, 3.3812, -3.6684, -3.456, 2
-1.7976, -6.7686, 6.6753, 0.89912, 2
-3.9594, 4.0289, -0.35845, -3.8957, 2
-3.2305, -7.2135, 11.6433, -0.94613, 2
-0.37013, -5.554, 4.7749, 1.547, 2
-1.9881, 0.99945, -0.28562, -0.70044, 2
0.26637, 0.73252, -0.67891, 0.03533, 2
-3.5985, -13.6593, 17.6052, -2.4927, 2
1.0117, 0.9022, -2.3506, 0.42714, 2
0.6818, 4.8504, -5.2133, -6.1043, 2
-3.0201, -0.67253, 2.7056, 0.85774, 2
-0.8734, -0.033118, -0.20165, 0.55774, 2
-1.9551, -6.9756, 5.5383, -0.12889, 2
-4.3967, 4.9601, -0.64892, -5.4719, 2
-2.9662, -10.3257, 8.784, -2.1138, 2
-3.551, 1.8955, 0.1865, -2.4409, 2
-4.4775, -13.0303, 17.0834, -3.0345, 2
-2.4365, 3.6026, -1.4166, -2.8948, 2
-3.0, -9.1566, 9.5766, -0.73018, 2
-0.071503, 3.7412, -4.5415, -4.2526, 2
-5.3012, 7.3915, 0.029699, -7.3987, 2
-3.3553, 0.35591, 2.6473, -0.37846, 2
-7.0364, 9.2931, 0.16594, -4.5396, 2
-1.0802, 2.1996, -2.5862, -1.2759, 2
-5.2943, -5.1463, 10.3332, -1.1181, 2
-3.3458, -0.50491, 2.6328, 0.53705, 2
-1.6029, -0.38903, 1.62, 1.9103, 2
-0.72068, -6.7583, 5.8408, 0.62369, 2
-0.025314, -0.17383, -0.11339, 1.2198, 2
-1.3968, -9.6698, 9.4652, -0.34872, 2
-1.0833, -0.31247, 1.2815, 0.41291, 2
-2.8391, -6.63, 10.4849, -0.42113, 2
