-0.814039, 0.382117, -0.688166, -0.932376, -1.51403, -0.124053, 0.589094, 1
1.86441, 1.6153, 0.375363, 0.679528, -1.51403, -0.124053, 0.589094, 1
-0.814039, 0.599737, 0.375363, 0.679528, 0.380829, -0.124053, 0.589094, 1
0.525186, -0.705988, 0.375363, -0.932376, 0.380829, -0.124053, 0.589094, 1
0.525186, -1.43139, 0.375363, -0.932376, 0.380829, -0.124053, 0.589094, 1
0.525186, -0.343286, 0.375363, -0.932376, 0.380829, -1.70573, 0.589094, 1
-0.814039, 0.744818, 0.375363, 0.679528, 0.380829, -0.124053, 0.589094, 1
1.86441, 1.2526, 0.375363, 0.679528, 0.380829, -0.124053, 0.589094, 1
-2.15326, 1.83292, 1.43889, -0.932376, -1.51403, -1.70573, 0.589094, 1
0.525186, -0.851068, 1.43889, 0.679528, 1.32826, 1.45762, 0.589094, 2
