-0.814039, 0.237036, -1.75169, 0.679528, 0.380829, -0.124053, -1.41382, 1
0.525186, -0.633447, 0.375363, 0.679528, -1.51403, -0.124053, 0.589094, 1
-0.814039, 0.817358, 0.375363, -0.932376, 1.32826, -0.124053, 0.589094, 2
-0.814039, 0.164496, 0.375363, -0.932376, -0.5666, 1.45762, 0.589094, 1
-0.814039, 0.962439, 0.375363, -0.932376, -1.51403, -1.70573, 0.589094, 1
0.525186, -0.633447, 0.375363, 0.679528, 1.32826, -0.124053, 0.589094, 1
1.86441, 1.03498, 0.375363, 0.679528, 0.380829, 1.45762, 0.589094, 1
-2.15326, 1.90546, 1.43889, 0.679528, -1.51403, -1.70573, 0.589094, 1
-0.814039, 0.817358, 1.43889, 0.679528, 1.32826, 1.45762, -1.41382, 2
1.86441, 1.18006, 1.43889, 0.679528, -0.5666, -1.70573, 0.589094, 1
