2.0, 6.0, 1500.0, 15.0, 2
4.0, 10.0, 2500.0, 28.0, 2
2.0, 12.0, 3000.0, 47.0, 2
4.0, 20.0, 5000.0, 69.0, 2
3.0, 16.0, 4000.0, 74.0, 1
12.0, 11.0, 2750.0, 23.0, 1
4.0, 9.0, 2250.0, 38.0, 2
4.0, 8.0, 2000.0, 40.0, 2
5.0, 14.0, 3500.0, 86.0, 1
4.0, 3.0, 750.0, 16.0, 1
2.0, 1.0, 250.0, 2.0, 1
2.0, 1.0, 250.0, 2.0, 1
2.0, 1.0, 250.0, 2.0, 2
4.0, 5.0, 1250.0, 35.0, 2
11.0, 9.0, 2250.0, 38.0, 1
4.0, 1.0, 250.0, 4.0, 1
4.0, 1.0, 250.0, 4.0, 1
4.0, 1.0, 250.0, 4.0, 2
4.0, 1.0, 250.0, 4.0, 1
4.0, 1.0, 250.0, 4.0, 1
4.0, 1.0, 250.0, 4.0, 2
4.0, 1.0, 250.0, 4.0, 1
4.0, 1.0, 250.0, 4.0, 1
11.0, 3.0, 750.0, 15.0, 1
4.0, 2.0, 500.0, 14.0, 1
16.0, 12.0, 3000.0, 50.0, 1
11.0, 5.0, 1250.0, 35.0, 1
14.0, 2.0, 500.0, 14.0, 1
11.0, 5.0, 1250.0, 37.0, 2
16.0, 7.0, 1750.0, 38.0, 1
14.0, 2.0, 500.0, 16.0, 1
11.0, 3.0, 750.0, 28.0, 1
11.0, 1.0, 250.0, 11.0, 1
11.0, 2.0, 500.0, 21.0, 1
4.0, 3.0, 750.0, 71.0, 1
23.0, 15.0, 3750.0, 57.0, 1
14.0, 4.0, 1000.0, 40.0, 1
14.0, 5.0, 1250.0, 50.0, 1
16.0, 4.0, 1000.0, 40.0, 1
16.0, 10.0, 2500.0, 89.0, 1
16.0, 2.0, 500.0, 26.0, 1
16.0, 2.0, 500.0, 27.0, 1
23.0, 2.0, 500.0, 23.0, 1
9.0, 2.0, 500.0, 52.0, 1
16.0, 3.0, 750.0, 46.0, 1
23.0, 2.0, 500.0, 26.0, 1
21.0, 1.0, 250.0, 21.0, 1
21.0, 1.0, 250.0, 21.0, 1
21.0, 4.0, 1000.0, 52.0, 1
11.0, 2.0, 500.0, 70.0, 1
21.0, 3.0, 750.0, 64.0, 1
16.0, 2.0, 500.0, 70.0, 1
3.0, 14.0, 3500.0, 35.0, 1
4.0, 16.0, 4000.0, 38.0, 2
3.0, 5.0, 1250.0, 12.0, 2
4.0, 5.0, 1250.0, 16.0, 2
2.0, 7.0, 1750.0, 32.0, 2
1.0, 14.0, 3500.0, 95.0, 1
2.0, 3.0, 750.0, 11.0, 1
4.0, 7.0, 1750.0, 32.0, 2
4.0, 9.0, 2250.0, 52.0, 1
9.0, 9.0, 2250.0, 38.0, 1
2.0, 1.0, 250.0, 2.0, 1
2.0, 1.0, 250.0, 2.0, 1
2.0, 1.0, 250.0, 2.0, 1
5.0, 11.0, 2750.0, 75.0, 1
4.0, 11.0, 2750.0, 95.0, 1
2.0, 7.0, 1750.0, 77.0, 1
4.0, 4.0, 1000.0, 34.0, 2
7.0, 11.0, 2750.0, 89.0, 1
13.0, 3.0, 750.0, 16.0, 1
14.0, 8.0, 2000.0, 50.0, 1
11.0, 8.0, 2000.0, 72.0, 1
14.0, 3.0, 750.0, 26.0, 1
14.0, 2.0, 500.0, 35.0, 2
