1.0, 13.0, 3250.0, 47.0, 1
2.0, 6.0, 1500.0, 16.0, 2
9.0, 9.0, 2250.0, 16.0, 1
4.0, 14.0, 3500.0, 40.0, 1
1.0, 14.0, 3500.0, 58.0, 1
2.0, 5.0, 1250.0, 16.0, 1
2.0, 2.0, 500.0, 2.0, 1
2.0, 11.0, 2750.0, 46.0, 2
1.0, 9.0, 2250.0, 51.0, 1
2.0, 2.0, 500.0, 4.0, 1
2.0, 4.0, 1000.0, 16.0, 1
4.0, 2.0, 500.0, 4.0, 1
4.0, 2.0, 500.0, 4.0, 2
4.0, 2.0, 500.0, 4.0, 1
4.0, 7.0, 1750.0, 28.0, 1
2.0, 13.0, 3250.0, 76.0, 2
4.0, 9.0, 2250.0, 40.0, 1
4.0, 9.0, 2250.0, 46.0, 1
2.0, 4.0, 1000.0, 26.0, 1
2.0, 11.0, 2750.0, 88.0, 1
9.0, 5.0, 1250.0, 19.0, 1
2.0, 1.0, 250.0, 2.0, 1
2.0, 1.0, 250.0, 2.0, 2
2.0, 1.0, 250.0, 2.0, 1
2.0, 1.0, 250.0, 2.0, 1
11.0, 4.0, 1000.0, 16.0, 2
4.0, 5.0, 1250.0, 33.0, 2
4.0, 4.0, 1000.0, 26.0, 2
4.0, 5.0, 1250.0, 34.0, 1
4.0, 4.0, 1000.0, 26.0, 1
8.0, 15.0, 3750.0, 77.0, 1
2.0, 5.0, 1250.0, 47.0, 2
9.0, 8.0, 2000.0, 38.0, 2
4.0, 6.0, 1500.0, 52.0, 1
4.0, 7.0, 1750.0, 58.0, 1
4.0, 1.0, 250.0, 4.0, 1
4.0, 1.0, 250.0, 4.0, 2
11.0, 12.0, 3000.0, 58.0, 1
11.0, 2.0, 500.0, 11.0, 1
2.0, 6.0, 1500.0, 75.0, 1
16.0, 4.0, 1000.0, 23.0, 1
15.0, 16.0, 4000.0, 82.0, 1
14.0, 8.0, 2000.0, 50.0, 2
14.0, 4.0, 1000.0, 30.0, 1
9.0, 2.0, 500.0, 26.0, 1
14.0, 4.0, 1000.0, 38.0, 1
4.0, 2.0, 500.0, 51.0, 2
11.0, 3.0, 750.0, 40.0, 2
14.0, 1.0, 250.0, 14.0, 1
9.0, 3.0, 750.0, 52.0, 1
18.0, 2.0, 500.0, 23.0, 1
14.0, 5.0, 1250.0, 74.0, 1
11.0, 2.0, 500.0, 52.0, 1
16.0, 3.0, 750.0, 50.0, 1
21.0, 1.0, 250.0, 21.0, 2
21.0, 1.0, 250.0, 21.0, 1
23.0, 1.0, 250.0, 23.0, 1
38.0, 1.0, 250.0, 38.0, 1
40.0, 1.0, 250.0, 40.0, 1
2.0, 4.0, 1000.0, 23.0, 1
2.0, 1.0, 250.0, 2.0, 2
2.0, 1.0, 250.0, 2.0, 1
2.0, 3.0, 750.0, 22.0, 1
3.0, 1.0, 250.0, 3.0, 2
4.0, 2.0, 500.0, 13.0, 1
4.0, 1.0, 250.0, 4.0, 1
14.0, 7.0, 1750.0, 45.0, 1
11.0, 1.0, 250.0, 11.0, 1
2.0, 3.0, 750.0, 77.0, 1
20.0, 14.0, 3500.0, 69.0, 2
14.0, 3.0, 750.0, 35.0, 1
16.0, 3.0, 750.0, 35.0, 1
16.0, 1.0, 250.0, 16.0, 1
21.0, 3.0, 750.0, 38.0, 1
21.0, 2.0, 500.0, 52.0, 1
